Comment,Likes,Reply Count
r whoosh,5,
What sapp 13182281674   More updates on ETH  NFT s BTC    What sap 13182281674    More updates on ETH  NFT s BTC      ,1,
What sapp 13182281674   More updates on ETH  NFT s BTC    What sap 13182281674    More updates on ETH  NFT s BTC      ,1,
What sapp 13182281674   More updates on ETH  NFT s BTC    What sap 13182281674    More updates on ETH  NFT s BTC      ,1,
Yes   ,2,
So basically  TL is saying that the crypto industry has matured to the point that you can do the same BS in crypto that they do in legacy finance  If you think that all those highrises in Miami where built in the 80s because people needed beach front property   then I have some million token to sell you ,5,1
What sapp 13182281674   More updates on ETH  NFT s BTC    What sap 13182281674    More updates on ETH  NFT s BTC      ,2,
Great quote   Life is fair because it is unfair to everyone   Said another way   You get what you get so don t throw a fit  ,6,2
What sapp 13182281674   More updates on ETH  NFT s BTC    What sap 13182281674    More updates on ETH  NFT s BTC      ,1,
Dude you are so hilarious  Your arrogance is entertaining ,2,1
 Making up drama for views  Love it   In the process you are still teaching ,26,2
Techlead is the best,1,2
What sapp 13182281674   More updates on ETH  NFT s BTC    What sap 13182281674    More updates on ETH  NFT s BTC      ,1,
Thanks  ,1,
What sapp 13182281674   More updates on ETH  NFT s BTC    What sap 13182281674    More updates on ETH  NFT s BTC      ,1,
Be a millionaire now  ,1,
What sapp 13182281674   More updates on ETH  NFT s BTC    What sap 13182281674    More updates on ETH  NFT s BTC      ,1,
Monero is the only one that actually worth something,3,1
What sapp 13182281674   More updates on ETH  NFT s BTC    What sap 13182281674    More updates on ETH  NFT s BTC      ,1,
If  I hate him cause he was all in my business  was a person ,9,1
What sapp 13182281674     More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
What sapp 13182281674     More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
Techlead  you rule  You are the one true King of YouTube ,4,9
 THETRUEKING11 Don t need it  but can really guide you on how to grow it,1,
 THETRUEKING11 What sapp 13182281674     More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
TechLead rules  King of YouTube  ,1,1
What sapp 13182281674     More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
The single point of failure ETH developer got me ,1,1
What sapp 13182281674     More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
What sapp 13182281674     More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
i came into this video tryna just watch the video  and you just sold me on a keyboard     im pretty impressed tbh your sales skills is amazing,2,1
What sapp 13182281674     More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
why you are telling some bs with such serious face lol  that appears really fun to me   ,1,1
What sapp 13182281674     More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
I actually like Techlead showcasing high end keyboards and other cool gadgets  in moderation of course ,6,1
What sapp 13182281674     More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
What sapp 13182281674     More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
  ,1,
What sapp 13182281674     More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
It s unfair I got to see this video and others won t ,1,1
What sapp 13182281674     More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
What sapp 13182281674     More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
What sapp 13182281674     More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
What sapp 13182281674     More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
What sapp 13182281674     More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
Hi Tech Lead  I have learned a lot helpful things by watching your video  I haven t wasted my time   ,3,1
What sapp 13182281674     More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
What sapp 13182281674     More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
I was wondering when this beef would resurface again  What a great day    ,23,1
What sapp 13182281674     More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,2,
I watch this channel purely for entertainment  Is he any good on tech fronts as well ,10,3
No he farms imaginary interview questions and can t copy paste an ETH project straight    ,1,
How about go watch other videos and find out,1,
What sapp 13182281674     More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
What sapp 13182281674     More updates on ETH  NFT s BTC    What sap 13182281674    More updates on ETH  NFT s BTC      ,1,
I find it frustratingly hard to hate TechLead   in fact I think I love and care greatly about him,53,3
And he doesn t know you exist  so sad ,2,
You must be a bot lol,2,
this was over the top  best episode ever ,6,1
it s sad to see this channel no longer what it used to be  I really liked old tech lead ,4,4
I bet then you still had negative energy     heal bro and be more positive in life,3,
You are the only YouTuber that I watch   maybe because am a millionaire  ,1,1
What sapp 13182281674   More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
Is Tech Lead broke of what   just asking   as a non millionaire  ,2,2
What sapp 13182281674   More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
What sapp 13182281674   More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
You are successful because you have a high IQ  There is nothing that people with lower IQ can do to replicate your success ,2,3
What sapp 13182281674   More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
What sapp 13182281674   More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
One of these videos will be his last  but will it be titled that way or will just some video be the last   ,1,1
What sapp 13182281674   More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
making great use of the soapbox,1,1
What sapp 13182281674   More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
  your messiah,1,1
What sapp 13182281674   More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
Lmao   Excellent rebuttal back to the hobbit   Always satirically on point  Tech Lead  ,27,3
bot,2,
Hi   Do you have any tips on what to do if both your Facebook  Instagram  and WhatApp are disabled  My accounts have been disabled for over two weeks now and it s difficult attempting to obtain any assistance from Facebook or anyone from these platform  I would greatly appreciate your guidance and support  I feel helpless at this point as I use these platform for my business ,1,4
LOL ,1,1
What sapp 13182281674   More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
naah you got it wrong     life is just waiting for the respawn timer so that you can be reborn in death    what can i say you gotta do something while you are alive until you can respawn in death    ,1,1
What sapp 13182281674   More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
This channel is simply the highest form of entertainment ,246,5
I m just confused when its sarcasm when its not      ,1,
I actually laugh out loud when I watch his videos,3,
For real men  I love it,3,
What sapp 13182281674   More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
Monetizing our frustration  Just like Whistling Diesel  you should collab with him and come up with an NFT,1,1
What sapp 13182281674   More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
What sapp 13182281674   More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
TechLead s got me laughing again   thank you for your content ser,62,1
What sapp 17325357448      More updates on ETH  NFT s BTC  What sap 17325357448  More updates on ETH  NFT s BTC    ,1,
What sapp 13182281674   More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
Techlead  dude  you re killing me ,3,1
What sapp 13182281674   More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
What sapp 13182281674   More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
What sapp 13182281674   More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
What sapp 13182281674   More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
What sapp 13182281674   More updates on ETH  NFT s BTC    What sap 13182281674  More updates on ETH  NFT s BTC      ,1,
What sapp 17325357448      More updates on ETH  NFT s BTC  What sap 17325357448  More updates on ETH  NFT s BTC    ,1,
Brilliant as always   ,6,1
Hum  me like your fancy keyboard ,1,0
LFG is buying 10b worth of Btc to back UST probably the best thing that s happened in crypto ,2,0
You heard my prayers thanks to the lOOOrd,2,0
Maranatha     ,1,1
Msg  ,1,
thank you for your honesty  i like it,4,0
more videos  do telegram casts now and then  start paetron ,1,0
Now before we close   LOL,1,1
Can we at least bring claymation wrestling back and Britney can beat up all the celebrity and musical talents that have referenced her in a derogatory fashion over the last 20 years,1,0
Bitcoin is the future  Investing in it now will be the wisest to do especially with the current dip,26,18
What sapp 13182281674     More updates on ETH  NFT s BTC    What sap 13182281674    More updates on ETH  NFT s BTC      ,1,
this is incredible,2,1
What sapp 13182281674     More updates on ETH  NFT s BTC    What sap 13182281674    More updates on ETH  NFT s BTC      ,1,
Life is not unfair  it s a gift  What is and isn t fair is purely subjective when it comes to things out of our control  but things we can control like being just  honest  and trustworthy  those are what we should focus on and judge ,15,2
Thanks so much Mr  Aurelius ,1,
If you didnt then you do now   Scambot replied to your post,1,
What sapp 13182281674     More updates on ETH  NFT s BTC    What sap 13182281674    More updates on ETH  NFT s BTC      ,1,
Everyone knows that crypto only goes up when everyone sells and goes down when everyone buys  we need to stay strong and do the opposite,3,1
another masterpiece from the man,12,1
What sapp 13182281674     More updates on ETH  NFT s BTC    What sap 13182281674    More updates on ETH  NFT s BTC      ,1,
Techlead is the goat ,2,0
Great to see you guys team up  ,26,5
 Nicola M lies  They re totally teamed up  It s so awesome ,1,
They are not  He is poking fun at this,13,
How can a person  a millionair  love keyboards so much ,10,1
he loves ad revenue,4,
Please  take my ad revenue dollars  Great video as always ,8,1
Let s go  baby ,1,
Patrick you need a girlfriend   ,5,2
What sapp 13182281674     More updates on ETH  NFT s BTC    What sap 13182281674    More updates on ETH  NFT s BTC      ,1,
Lol ,1,
are you still a millionaire ,1,1
WTF are you even saying   Coffeezilla s videos are real deal   I have respect for you but when he calls you out   you come back with facts not sly and sarcasm ,2,0
Mostly everything in life is unfair  and that s the magic of it ,7,1
its unfair that you never mention tron token  as a millionaire ,1,1
techlead could pull lana rhoads,3,1
Lmao I knew already this was going to be fun  Love the helpful links and tips  Agree with all these points here  Especially weddings lol,35,1
Detective tech lead not as good as detective Pikachu ,1,0
Haven t watched in a while  I just checked in to see if you re now ex millionaire   ,34,2
I stopped watching after the MM drama  just came back watching coffee on the thumbnail ,1,
He s a live at parents onaire,2,
With your logic we can say that Blockstream  controlled partially by mastercard  is a central point for failure for BTC  ,6,1
Could you please make a video of CARDANO     what do you think of it as of now    Thank you so much   ,1,1
Just got your defi program   hopefully I learn something  I m kinda brain dead with this stuff ,5,1
Love it  ,1,1
ahahahha omg he s going all in at him        ,13,0
I love your content brother ,6,1
 pinned  by THE Yes  baby ,1,
What do you think of bitrue farming  It s like 30 100  return in some cases   other 15  20 etc  ,1,1
Tech Lead      ,1,1
I m so disappointed you have friends  I hope it s a 1st of april,1,3
Great content  I m watching from Brazil  ,15,5
Nobody cares,1,
As a millionaire  I don t care ,1,
It s is    But we are all making money off it,1,1
I eat potato  as a millionaire ,2,1
  Jesus Christ of Nazareth   praised 4ever and ever Amen   ,4,0
Notigang  ,1,1
I don t pay attention to a single thing you say until you mention you re a millionaire,509,23
Million token  whatever that was called,2,
I m a millionaire also  in Zimbabwe  Hahahaa,8,
I m here just so he can collect his revenue ,11,
Amazing answer ahah      ,5,
Great content man  Excited to watch,4,1
As a millioner,1,1
Leave it up to TechLead to expertly troll,28,0
