Comment,Likes,Reply Count
How can someone know a professional account manager that is trustworthy when legit once are hard to find this days,1,
Ayo great intro   funny af  ,1,2
Nice work I advise you all to forget predictions and start making a good profit now because future valuations are all speculations and guesses The market is very unstable and you can t tell if it s going bearish or bullish While myself and others are tradn without fear of making a loss others are being patient for the price to skyrocket  It all depends on the pattern you follow I was able to make 7bTC in just July from implementing trades with tips and info from Rico Alan,107,2
You didn t say the next shibax1000,1,2
It s never too late to meet Pitbull Token   100  Community Tokens  no ownership  over 58 5  burned   2  is burned on every purchase and sale and 2  is distributed to holders ,1,1
Hi used ur nexo link but didn t give me 25 ,2,2
Cryptocurrency is now on the rise I m new to forex and I find it difficult using these strategies well  Where can I find a legit broker  than will manage my account and also teach me how to trade ,38,9
 Carla Stephanie   I started my investment with Brynlee Sydney last year with  2000  now I get a minimum of  7 700 weekly  Most of my friends trade with her ,1,
I have been making losses trying to make profit trading  I thought trading demo accounts is just like trading the real market    Can anyone help me out or at least advise me on what to do ,2,2
Lol I love this guy,1,1
Difference is million token is  25 a share    these meme coins made millionaire s off of a fraction of that invested   I don t think you can really compare the two   The NEw trader or someone just looking to catch the next hottest thing isn t spending thousands there spending hundreds,2,1
Honestly this same dude   has been doing so many great things  God bless you bro  ,1,0
Honestly this same dude   has been doing so many great things  God bless you bro ,1,0
Really like your style and I have followed your personal story  New subscriber,1,1
Is it too late to buy a Google pixel 6  I want to buy one now but I don t want to be late,1,1
LOL  well YOU sure think about him ,1,1
Parent s home is best home,1,0
Million token should go to binance ,1,1
I love you Lead  Your jokes are awesome ,3,1
You ve got a new subscriber  Well done  ,2,1
Dear god the million token shilling continues    When did youtube become a portal to shill your crappy get rich quick financial asset  Is that not against policy ,2,1
Million coin token is cool but at 1 billion mkt cap investing  100    25  current price  only gives you  4000 Don t get me wrong that s a 1000  gain  but a 1000  gain in a meme coin with lower share price able to get more shares thus allowing more profit is really the play for us broke boys   ,2,1
I like how loyal you are,1,1
You should rename from TechLead to ScamLead LMAO,1,1
Somethings doesn t add up ,1,1
Million Token  ,1,1
You are an icon if I become a millionaire after buying and holding Million coin  I m gonna name my child after you,2,1
6 55  seems like you believe in ETH with your double digit millions wallet  nice ,1,1
Kind of shocked you didn t cover the VEVE app  which has just recently signed Disney  Marvel  Star Wars  James Bond  DC  Universal and a ton more  on this video  The app is actually really cool tech wise as it all of their NFTs are 3d assets which you can then place in AR and some of them you can interact with  The vision going forwards is they are creating a metaverse where you can use this 3d assets in games ,8,1
He was right,1,1
dude stop with this crypto bs this channel used to be so good,2,1
stop talking about million token bro    smh,1,1
Lol Why not show the All time chart    This is so corny i cant even    ,2,1
So what crypto exchange is the safest option out there  Kucoin  Kraken  Can you make a video showing which ones do you use  What about Onyze wallet service ,5,1
What app is best to buy crypto,1,1
It only lets me stake MM erc20 but its not letting stake bep 20 token   why  ,1,1
Man  this guy is a fucking joke lol,2,1
 What inspires you  is going to have so much of a bigger impact on you than any other metric out there  because when you are inspired  you will be out there being the best version of yourself    TechLead,17,1
Man  you are an icon  How about that you also launch some  Tech Lead  Coin  to da moon      ,2,2
What is  pixel6 doing in the description   is he trying to take benefit of this trending hashtag   ,1,1
The 2020 pandemic taught me to be prepared   on the plus side it got me profiting a lot from the trade market  ,116,9
The pandemic brought either the best or worst in life of individuals,1,
In  roughly 4 and a 1 2 months   you went from a crypto hater  to the coolest OCD crypto geek on youtube    I m impressed with your level of knowledge ,16,1
You forgot to add to the title   as a multi millionaire  ,1,1
can you do a video why your channel is dead  thank u,2,1
BITRISE    ,1,1
For profitable info on coin investment and trading       ,1,
EVERGROW    ,1,1
For profitable info on coin investment and trading       ,1,
You re a joke and your channels is dead,1,1
      ,1,
I miss when the TechLead used to be a tech lead and talk about tech things   Crypto is to be blamed here   ,3,1
SHIB  to the   ,1,1
Your videos are very awesome      ,1,1
What a surprise I haven t watched a vid since you created million and hello  Another million advertisement ,1,1
 When it comes to the world of investing  most people don t know where to start Fortunately  great investors of the past and present can provide us with guidance   ,28,25
why are you guys even responding to a bot,1,
Mr Eddie Dewayne is the best recommending him to all beginners who wants to recover losses like i did,31,18
I just sent him a message and he responded  Thanks a lot ,1,
                 ,3,
Same here  I made  12 400 profits on investing since I started trading with Eddie Dewayne his trading strategies are too notch am winning consistently trading with him  He s really the best broker  I ve made a lot of profit investing with him ,3,
I ve been earning  10 250 returns  from my  4 000 Investment every 15 days,4,
Damn  this guy still at it  Are people still getting scammed  ,2,1
Hey it s the Schiller  How s the million coin doing  Oh yeah you rug pulled  I forgot  good job man  Your buying your way into heaven,1,1
I have about 5  of my portfolio in Uranium bitcoin any advice on any other Crypto currency that I can grow my  300k capital to a million dollars ,24,25
Rent a house for milion tokers owners go in holidays,1,1
Yes mate  usually I was never a fan but we all have to start from somewhere right   Real sources investment is key   ,2,0
As a millionaire,1,1
This is real and legitmate  I got 3btc from him Thank you so much sir  ,2,0
This is real and legitmate  I got 3btc from him Thank you so much sir  ,2,0
Did this guy scamed people in his million token  He said sell 1 of you kidney and buy million token  Wtf  What an evil human  Stay away from this monster ,1,1
TechLead can you do a tutorial s  on how to transfer your holdings to Polygon and other networks,1,1
 I have been making losses trying to make profit trading  I thought trading demo account is just like trading the real market    can anyone help me out or at least advise me on what to do ,6,2
Tbh  the reaction of his face that Patrick shot for the thumbnail seems to be extremely rare  cuz he s emotionless for most of the time,4,1
Another awesome video       Am investing my time and money in crypto now  this new price is a clear sign for new investors to come in      ,64,27
Wow  Look at all the  Upvoting   Positive Comments  profiles under here   95  were created on Nov 25  2020  Coincidence  I think not  LOL ,1,
Thumbnail is legendary       ,1,1
Show off your diablo 2 inventory plzzzzz,1,1
Million to the MOON       like a millionaire of course  ,2,1
Notice how  30   30m market cap  1m circulating supply,1,
Techlead to the MOOON,1,1
To be honest I don t know how you manage to such a good job every single time  Very well done   ,7,0
To be honest I don t know how you manage to such a good job every single time  Very well done   ,3,0
Nobody does it than these teams   they re doing legit work,12,2
What,2,
This is real and legitmate  I got 3btc from him Thank you so much sir  ,5,0
 Ethereum is the most boring  Million token runs on the Ethereum blockchain,8,4
it started out as ETH  but it s on a lot of different blockchains now actually  Probably the token with the most bridges there is lol,1,
SHIB   ,1,1
TokenLead has spoken   D,1,1
Just the eth fees are stupidity high  To stake i need to pay 10  of the whole MM amount I hold  Does not make sense,1,1
Why can t we buy Million Token on Binance   ,2,2
Cause they don t just list any coin  There are like hundreds of thousands of coins  You need to pay a hefty fee to get listed on Binance,2,
I m gonna just make a coin called    coin its gonna 1000 ,2,1
Hey  great updates   1  you re back with the folks  2  7 day chart shows an upward trajectory on your venture  million token   congrats   Kindly advise if crypto currency is indeed the way forward for folks outside the US  How easy is investment and withdrawal  especially in territories where crypto is discouraged ,4,0
Million token 46   holy fug   ,3,1
Is MM going to be a social token that asks hard questions  Like  why is all of congress  staff  post office and border crossers exempt from the v a x  Im looking for a social token that takes it to the streets and challenges main stream media ,11,1
It doesn t matter wat u think hahaha,1,1
It is good you read your video comments  It gave you good material to talk about in your videos  It helped much in your humor  You are like a funny robot  just talking like a computer  and funny ,3,0
Pro has the rounded edges  I hate rounded edges   ,1,1
12 25 Damn Straight  for me  it s connecting with the authors of the books I used to read in the early 90 s that inspired me then  and continue to do so today   it s a great feeling to offer the inclination to laugh and have it accepted by one of these inspirational people  second only to seeing someone you were able to help in some way soar  that is the best feeling I ve ever experienced ,7,1
Saitama inu  ,1,1
I m interested in trying your million token crypto,10,1
11 41 Congratulations,1,1
This guy is crazy     ,1,1
I ve never done crypto trading before,7,1
I wonder how many will drink the Million Token kool aid from this one video         ,4,1
Crypto is my immediate future  once I get better funded that is  the past two weeks I watched a friend turn 200 into what is now over 65 million   It was his company I invested in ,1,1
I really wish I knew what he s talking about  this crypto currency world is completely unknown to me  Seems too confusing  I need a course for beginners,1,1
Hi Techleads   I d like to set myself free from the grind   I ve never invested in bitcoin and honestly I don t trust it because there s been scams   I sure would like to talk to you personally rather open texting now   I d like to let you know where I m at to get a idea where to start,1,0
Million token is mooning right now    50  up       its going to  1000    easy    ,1,1
 11 44 I m not millionaire and I don t have right to say this  but I think the best phone for millionaire is Galaxy s21 Ultra     Or Caviar s iPhone,3,1
your hilarious man  keep up the million work  I  was one of the first 200 buyers    ,6,1
Anyone else having trouble with staking MM ,1,2
How you liking the Pixel 6 Pro over iPhone ,1,0
Yes you play Diablo 2  You are one in a million man   ,4,1
I never loved someone so much in my life ,19,1
Tech Lead will take Million to the moon and everyone will have Lambo s ,11,2
Good luck with that  there are only so many Lambos    I M NOT DRIVING A MEASLY FERRARI   ,1,
I want to buy more but the gas fees are so high ,1,1
   ,1,1
Hi do anyone have recommendations of books or videos  i could watch or read to know more about crypto  I only understand a bit about it but i do not know how to buy it and so on ,3,3
Missing  as a millionaire  series,3,1
yeup  been hodling Million token this whole time  no intention on selling my million bag ,4,1
So Google went from ex Employer to Client lol ,2,1
As a mIlLioNaIrE,1,1
For SHIB to hit  1 this is more than x20 the national GDP for the US in 2020 and 500x the current market capitalization of the entire crypto industry ,30,6
Yess I m holding 204 Million tokens rn if it hits  1 lmfaooo I may retire early,3,
I have shiba  But shiba wil be 0 00050 and it wil never be higher i than this,1,
Still people dont understand this simple logic    unrealistic expectations,3,
20  is weak in regards to defi,1,1
I like the idea of getting the phone which inspires you  It gives such a pleasure to get what you want  ,4,1
we need the skin routine from the model  ,1,1
I only clicked on this video because I saw the pixel 6 pro,1,1
 KISHU,1,2
 849 phone designed for millionaire  ,1,1
Saitama     has more potential than Million  ,1,0
Hmm  I come to enjoy crypto related videos  Great work ,11,0
The Next SHIB and the First Million ,2,1
Do y all have y all space suits on cause MM is gonna rocket     ,2,1
Neo will 100x some stage,2,0
good timing,5,1
 just buy on emotions and rationalize later   ,11,2
Love this guy   Thank you the video,8,1
shiba Inu coin is the future investing in it now is the wisest thing to do now especially with the current rise ,9,1
Watched the whole video   I was blown away by pixel count on the phone   how Million Token is working out to be a pretty Awesome coin to hold ,6,6
 LightWing Studios so what  Forget the past it means nothing,1,
 LightWing Studios slowly climbing back up you chump ,2,
what percentage of meme coin owners become billionaires     there s a reason you re being laughed at,1,4
I feel like this channel is just one big social experiment,36,1
As a millionaire   ,2,2
Too bad i have mm on eth lol sorry i can t stake,2,2
NEXO wont give me back my coins  They kept asking for more and more info  Its been 3 months  Dont get caught up in system be careful  I have no idea what else they want   ,5,1
Staking of million token  release of the Pixel 6 Pro and the McRib is back  What a month to be alive ,23,0
Million Army loves Shiba Army,10,0
Thanks for pointing out the Google 6 pro,4,1
I m also looking into getting the Pixel 6    ,4,1
The next big wave  Million token ,13,2
 LightWing Studios perfect time to buy  Don t cha know  ,2,
Million to the mooooonnn    ,2,2
Thank you for the Lion Run shoutout  The million token community has been the best thing that has ever happened to me ,43,9
 Jason Jenkins 2030 is soooo far away  Apple or some other electric car manufacturer could be releasing a better product before 2030  Buying future value is the definition of speculation ,1,
 Dynamic Entry no thanks i have better places to allocate capital,2,
  Jason Jenkins Dude  if you are investing for utility  instead of investing for      Then  you are doing it wrong  Look at Tesla stock today  why is it worth more than bigger car manufacturers who are selling waaaay more cars ,2,
 Hearts ART Metaverse i will say that i have lost faith in people nvesting for utility,2,
 Jason Jenkins And when it hits  1000 per mm  What will you say ,2,
Garbage coin,2,
Who s still holding SHIBA      ,32,21
 Garden State Shake shib will do what all meme coins do  appear at the dying stages of a bullrun and have a little flurry and as soon as the bear market strikes it will plummet and not be seen again,1,
 Garden State Shake wall street decides what bitcoin is or is not  I dont think it has no value  i can send it half way across the globe and its cheaper than western union ,1,
 Jason Jenkins I m not even thinking about 1 dollar price right now   the shib army is taking it one step at a time by losing 1 zero   You herd the news right   There was technical mistake with the market cap which means we should have already been close to  000095   I also bought the dips and it s already paying off  ,2,
 Akan Kelley if shiba goes to 0 007 it will have a market cap of 4 trillion which is more than bitcoin   Thats not happening end of discussion  You would have to be deluded to think shiba can get that high  The sad thing is that the price is not even a penny to get to those stupid market caps and whats sadder is the youtubers trying to shill it to  1 when they dont care about price they just care about youtube ad revenue  Wake up ,2,
 Jason Jenkins we ll see,1,
 Akan Kelley no,1,
 Jason Jenkins It can at least lose 1 or 2 zeroes and I will be sitting nice  ,1,
 chris conlin yes I know,1,
 Akan Kelley do you understand market capitalisation  For shiba to get to a penny it needs to be bigger than bitcoin  That wont happen so have realistic expectations ,2,
 Akan Kelley mission is not over sweetheart,1,
 chris conlin good job,1,
 Jason Jenkins why you say that  ,1,
 Akan Kelley I only got 10 million and I will be financially free without techlead abuse,1,
 Akan Kelley no it wont,4,
I m holding over 106 million Shiba cause it will give me financial freedom ,2,
 Ethan Ross shiba inu saved lives  Million token is a cult,1,
Garbage coin,3,
One million Shib tokens here  Let s ride it to one dollar so that I can retire early  ,3,
who is a sucker for marketing campaigns  lol,1,
Million Army Loves you  dont forget to put some of that Shiba winnings into Million and join the ride,3,
Your crypto videos are my favorite   thank you ,10,1
Shill video dang,2,2
How many millions you have   ,3,2
Million Army Loves you,3,1
Aha   ,2,1
Parents are the best lol,9,1
 ShibArmy,1,2
Million Army loves you,1,
I need contact with you to make podcast with you on my chanal by zome meeting,4,1
nice ,2,1
I am really struggling to buy MM  Hope this video help,4,11
 Alexandra i like XRP at the moment  I think it is a very asymmetric bet to invest a little into it  Price is supressed due to the lawsuit ,1,
Most people are struggling to buy it  who wants to buy a  hit coin ,1,
Please join the Discord  plenty of guides there,1,
Wish I could  like  this content twice   ,5,2
I m the first to comment  Cheers  ,1,1
Was up techlead from san francisco brother   I need a million token  ,5,1
Appreciate your time  If you desire  I can share some beneficial knowledge with you feel free to leave a text message   ,1,
Million token the king,12,5
 LightWing Studios You know how many times SHIB is down 90  from it s All Time High  How many times Bitcoin is down 90  from its ATH  You know that Amazon stock was once down 90  from its ATH ,1,
Garbage coin,1,
1st,5,0
