Comment,Likes,Reply Count
Forgot the   As a millionaire     Plot Twist    He s no longer a millionaire   ,1,1
0 48 saying  falling wedge is reversal pattern  and on the picture it s continuation pattern  lol,2,1
Why should we trust your technical analysis when you couldn t make it as a day trader ,5,1
Thanks a million ,4,1
After news bout the revil ransomware gang  disappeared  And said that kaseya obtain a decryptor  And the person gave that decryptor said this is a new beginning   it might be it ,1,1
But for few minutes    Btc is inside of a perfect storm lol   Who knows   Big whale  big demon,1,1
Amazon might except Cryptocurrency as payment end of 2021    ,4,1
I bought 12 Million tokens today Message me back in 2025,2,1
Every 3 minutes pops the million Token ads    lowing quality of content ,2,1
Lol,1,2
 Bitcoin is Back    Bitcoin looses  300,3,1
Great video thanks,3,2
lol stfu   you made money and now you love it,1,2
Lol who doesn t like to make money   ,1,
Now Techlead has put money in the game  he turned into a bull  Lol,8,1
TL  what do you think about the Multi Million token  MMM  ,1,2
           ,4,1
Hey  techLead I followed your instructions to buy the token  I m a beginner  however I brought eth through MetaMask then click on then followed your instructions and swapped it for mm token       but now my problem is I do not know where the tokens are located      Can you help me please or someone help me  thank you,1,1
I think it just got better bearish opportunities at 40K,2,1
This is Quality content ,4,1
 ,4,1
trust me bitcoin is not back TL it is still in a bearish trend 15K bottom  y would y invest in BTC which did 25  move from its low n everyone is talking about it when you can do 2000  on MM,1,1
The sarcasm is very entertaining ,1,1
Game changer    I got to know a week later after the launch  Slowly getting my bags up,1,1
Keep up the good work Patty  Im banking on you ,3,3
Opportunity knock once  Don t miss it    milliontoken  MM is going to take off       ,10,2
All videos now are Million token propaganda  came we move ahead lol,1,1
9 55 best advice ever  really is  Everything else this guy says is garbage  But this was gold ,1,0
if you havent bought atleast a single million token you are gonna regret it when its worth  1 000 000 in five years,3,1
Go Bitcoin     Go Crypto    ,1,1
Once the MM is listed on the exchanges you mentioned  the price will probably skyrocket  Good effort  nice project and great community  gl to all MM hodlers ,3,1
Million Token 500 1000  price by end of year ,9,2
Million token to  05 cents by EOY ,3,
  Genuine question here  How can you sell all your ETH   BTC but support this new token that runs off the ETH network  If ETH were to fail wouldn t this token fall with it ,1,3
Looks like the million token crashed 75  from its peak though,2,2
Just bought some MM  as a millionaire ,1,1
 millionairesclub,1,1
Techlead is my new financial planner  Million coin to the moon   ,11,1
That s what m talking about      ,1,1
way to go MM      ,4,1
Techlead is a God for bringing Million Token to life  I pity non believers ,1,1
Coinbase will hold your transfers and your funds  Worse  they charge you big fees to get your cash back  unless you PayPal  ,1,1
The Million Army leader has spoken     we shall meet up at the jacuzzi moon bar conference    ,3,2
Lol techweed  Omg you are still on the lam      Well the answer  Where is this going    Straight To the slammer  ,4,1
I love that Million Token really is a great example of pure DEFI   the future of finance  Let s go  MillionArmy    ,7,1
I m kind of sad that there wasn t any mentions of space jacuzzis      ,47,4
 Sir Derty   space hotsprings ,1,
Space jacuzzi is scientifically impractically on moon  or space for similar reason   due to extremely low atmospheric pressure on the moon  the water will evaporate at a very fast rate ,2,
That s because those are for peasants now  The smart guys all own their own hotspring ,2,
TechLead is a legend and he s going to make a lot of people millionaires  Elon can only wish to have a community behind him like TL does  ,11,2
Thanks a MM   ,4,1
Cryptolead  ,1,1
That s the real Lion talking ,5,1
 ,9,1
when the number of holder reaches 20k mm new low will be  100,36,1
NICEEEEEEEEEEEEEEEEE  MILLIONTOKEN TO THE MOON                                ,12,1
Ethereum will over take Bitcoin  its just a matter of time ,1,1
   I do hodl the MM token greetings from Brazil,3,1
MM for life changing wealth,2,1
I think in the future of defi  communities will be a very valuable feature  That is probably what makes million token a very exciting project ,22,1
No idea what  dee fie  is  Or is it  de fi   You need to explain that one in your video much like any new term needs to be introduced  Decentralised Finance is probably what it is but I am assuming ,1,1
ALL THE WAY UP          MillionToken,18,1
Lion s Pride    MM is     ,12,1
 MM MilLion Token numbers don t lie  check the stats,12,1
I am in tears right  I am so happy man    Best financial decision that I ever made    I m a f       genius   ,8,1
I can see that TechLead is having lots of fun doing these videos  and so do we ,36,1
what s up with this Miilon token narrative ,1,1
TECH LEADING US TO THE MMOON ,15,1
Join MULTIMILLION TOKEN  MMM,2,1
What about the  There can only be 1 digital currency  and it will be controlled by the government   speech you used to have ,4,1
Keep up the hard work  TL  Brilliant vid   milliontoken all the wayyyyy,8,1
I miss the  as a millionaire  ,28,3
 T T ex millionaire,1,
his token will make him a billionaire  he is past millionaire now  ,1,
Talk about life please    I miss that    relationships  respect  managing this and that etc   ,4,1
Tech lead for president,4,1
 mm will make me millionaire  as a millionaire,4,1
TECH1337  ,4,0
I miss the old tech lead,1,1
Great,6,1
Yea i ignored the 1 8 dollar MM doors   ,8,1
Opportunity knocks once  totally agree ,10,2
MillionToken army strong  lets go Lions,7,1
    ,4,1
This dude is milking this routine  Start vid explaining how crypto markets are doing  talk a bit about some crypto news  then promote million token  He must be making a killing off of these youtube videos ,4,3
Love you mate  tx for the hard work,10,1
                                                             ,1,1
    ,67,0
roarmap looks AWESOME,79,3
Million is inevitable  ,44,1
Wow  love your technical,8,2
The worst thing would be to be at the right place at the right time  and to not open the door      ,32,2
You mean like when Million Token launched at  1 and we didn t get any     ,1,
Hypeddddd    ,1,
Love the million token  I was the one that started the MM token with cowboy Crypto on a live stream  I will be spreading this like a wild fire  Thanks you you and the MM community,36,2
MM to the moon or pie in the sky   Judging by your sarcasm it must be the latter ,1,1
MM will go parabolic  LFG ,13,1
TL so good in marketing  ,22,2
No its not back  will most likely go down tomorrow,1,2
 ,33,1
Mm,3,1
Lion from Zimbabwe,4,0
Let s do this ,10,1
Million Token is the king of crypto,5,0
To those who invested  congrats  ,33,5
 Shaf Serious Crypto goes up and down  so that s not really the point ,2,
Lol for what a decrease tomorrow ,2,
   ,15,1
Looks like  MMilLION token kick started the crypto bull market ,140,2
AXS did this ,1,
      ,61,1
When did you start doing technical analysis Tech Lead  Your metamorphosis from comedy tech guy to crypto guy has been completed ,16,1
Great point about how easy it is to use  crypto  ,20,1
To the mooners here,5,2
CoinLead is back ,1,1
The Crypto Moonshot of 2021 Indeed       MilionToken,67,1
I woke up this morning so sad when I saw the prices up  ,24,3
 The Accountant Only the accountant could notice such a small discrepancy,2,
Million token to the moon and beyond     MillionArmy  CertikAnnounced  RoadTo1BillionMarketCap,15,0
Gg na sir  as a millionaire ,2,1
Thanks       MM to the moon  ,7,1
First,1,1
Mm to Mars this week guys ,9,1
  ,54,0
 milliontoken to moon  ,6,1
Brilliant video,15,0
           thanks Million to the moon  ,8,1
Bullish TL will set MM on FIRE,8,1
Next Video   I bought Bitcoin as a millionaire ,6,1
MM moon shoot      ,7,1
My husband bought Million for me  all the other girls are so jealous,47,8
 RyanWSprague the year after is mars,2,
Next year i m buying you the mooooon ,2,
 AUS AXIE they can be handy   ,2,
 Cochise Nahuh facts,1,
If only I had a husband ,3,
Hahaha,2,
Future millionaires,4,
Million token is king of crypto   We love you TechLead ,92,6
 Brad Krauss haha suckers are blind,1,
Down 32   Is that to the moon  Closer to a mineshaft,1,
Shoutout to the bagholders who bought at 170    A token made by a guy whose flip flops on his position on legit crypto projects  That was the first red flag for me  dude bashes legit projects and then makes his own with no real utility  ,2,
 Waffles Giraffles party is over  Pack your stuff lol,4,
It s a stable coin now,1,
Moon baby ,5,1
Accept Jesus Christ as your Lord and Savior and you will be saved  John 3 16  share the good news of the gospel around the world   Have a wonderful day night  may the LORD bless you all  and farewell ,6,1
hyped,4,1
Thanks a  MMilLION ,9,2
Boring more SHILL videos     Un subbed,1,0
Lets go million army ,14,3
1st,6,1
Love your vids bro   Always fire     ,21,1
Let s go   millioncoin  millionarmy  techlead,17,1
it s trying to get back to 60k  if it can t maybe not  it s up to everyone to understand the time base for such a maneuver ,5,2
1st again  Salute to my fellow Millionaires  Kk gotta watch video now,8,1
Hey Tech Lead  MM TO THE MOON ,40,1
You ve been scammed,1,
NEXT video Bitcoin is gone,9,3
  THE MOON            Begone fake guy techlead would never say that,1,
First,2,2
We back baby,5,1
